Created,ID,Text
2022-04-09T22:55:42.000Z,1512927259321110532,#Høvsgaard #wywiad #wojna #Rosja #Putin #Niemcy #NordStream1 #NordStream2 #polityka https://t.co/SZBVIusals
2022-04-09T22:48:52.000Z,1512925539631255552,"Są dwie strony konfliktu, dwie armie, dwie propagandy, mało prawdy i jedna racja. #Ukranina #Rosja #Wojna"
2022-04-09T22:39:05.000Z,1512923078719938560,"Czołgi T-80U z 4 Gwardyjskiej Kantemirowskiej Dywizji Federacji Rosyjskiej w obwodzie charkowskim podczas przemarszu w kierunku Izjum. 
#Denazyfikacja
#wieszwięcej o skutkach i konsekwencjach #wojna domowa i #zbrodniewojenne w #Ukraine #Ukraina #Украина vs #Donbas https://t.co/H7XNLJhfy8"
2022-04-09T22:30:12.000Z,1512920842283462657,"❗️Nagranie przedstawiające jedną z firm, przed oraz podczas wojny. 🇺🇦

#Wojna #Ukraine #Russia #UkraineRussianWar #RussiaUkraineWar https://t.co/JijipT1ZzN"
2022-04-09T22:23:36.000Z,1512919181959868422,"Podczas dzisiejszego meczu Lecha Poznań i Legii Warszawa, kibice wielokrotnie krzyczeli „Ruska Kurwa” oraz wywiesili banner z Putinem
#Ukraine #wojna #Russia #RussiaUkraineWar #UkraineRussianWar 
https://t.co/IeHczTIi18"
2022-04-09T21:59:10.000Z,1512913034439761926,"Ukraińska Toczka-U którą 2 lutego 2015 r ostrzelano przedmieście Ałczewska w ŁNR. Widoczny jest numer seryjny 91565, ta z Kramatorska ma numer 91579. 
#Denazyfikacja
#wieszwięcej o skutkach i konsekwencjach #wojna domowa i #zbrodniewojenne w #Ukraine #Ukraina #Украина vs #Donbas https://t.co/stHA4IfhUv"
2022-04-09T21:40:14.000Z,1512908270645780484,"Polacy z Wołynia w IIWŚ - jak bękart dla części ""elyt"" Rzeczpospolitej. 🇵🇱 #wojna #Smolensk2010 #Ukraine #polin #TVP #TVPInfo #uchodzcy #przesiedlency #rosja https://t.co/9G3tLxyfHZ"
2022-04-09T21:40:02.000Z,1512908217558478850,Jutro może syreny nie wszędzie zawyją !! Cichy głos flag będzie jednak obecny. Mój balkon już ma . #smolenskpamietamy #wojna #Smolensk https://t.co/Q4jg30Fxf1
2022-04-09T21:39:16.000Z,1512908026289741825,"Nie martwię się o to, o której rano obudzą się ukraińskie dzieci, ważne że są u nas i są bezpieczne. 

#wojna #ukraina #wieszwiecej"
2022-04-09T21:39:06.000Z,1512907985756033029,"#Kliczko w #Kijów spotyka się z Bernardem-Henri-Levym, architektem wszystkich przewrotów i zamachów ostatnich lat, od Libii po Ukrainę. Nazwali to rewolucjami…
#Denazyfikacja
#wieszwięcej o skutkach i konsekwencjach #wojna domowa i #zbrodniewojenne w #Ukraine #Ukraina #Украина https://t.co/rzMUJWDOpD"
